reality	'300.0/(1+(x-30)**2/15**2)+200.0/(1+(x-150)**2/20**2)'
ex	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ey	array([ 14.83549309,   8.68861365,  13.68048   ,   5.4732995 ,
        11.49137692,   8.41941054,   8.54280791,  12.33073441,
89.4444444444	42.0576845351	9.80300436117	0
91.4545454545	40.984296824	10.0396931118	0
93.4646464646	41.9399357764	6.4489583294	0
95.4747474747	28.0475873717	14.6240733456	0
97.4848484848	33.7549808537	9.01299921224	0
99.4949494949	40.0672928181	5.74239207251	0
101.505050505	36.2317481374	8.29105431435	0
103.515151515	46.928511627	11.9778315494	0
105.525252525	70.4905340268	14.7284267108	0
107.535353535	58.2553257689	12.815331837	0
109.545454545	64.7308055697	11.0635497895	0
111.555555556	56.4084690617	8.70150773427	0
113.565656566	52.8813640156	7.89414962806	0
115.575757576	57.856555867	9.10038861365	0
117.585858586	76.7723924153	6.38194512708	0
119.595959596	63.9358766194	10.0883667807	0
121.606060606	65.9411390301	10.2298627874	0
123.616161616	77.5322026775	10.3829462104	0
125.626262626	101.160883518	11.6991790125	0
127.636363636	86.5221040111	11.3455802941	0
129.646464646	101.995884441	6.30605781332	0
131.656565657	94.8863178975	13.4800330016	0
133.666666667	123.596070571	9.77206022529	0
135.676767677	136.390148593	10.2387508983	0
137.686868687	127.981062448	12.3289398248	0
139.696969697	155.276066598	9.52918620891	0
141.707070707	166.357980417	9.54759800703	0
143.717171717	188.24664705	9.70763301904	0
145.727272727	194.734666271	5.08033940903	0
147.737373737	199.494823664	9.14271470918	0
149.747474747	202.660922419	9.75668639957	0
151.757575758	206.954478171	6.04869656576	0
153.767676768	206.036572356	6.13485131244	0
155.777777778	179.887917756	6.2720468862	0
157.787878788	181.019712015	10.5816022773	0
159.797979798	154.807461768	14.4860615869	0
161.808080808	173.90632348	14.1631934087	0
163.818181818	137.233348746	10.0576485796	0
165.828282828	115.542021596	13.6700336627	0
167.838383838	117.422782182	12.011565898	0
169.848484848	105.13254288	13.3118148172	0
171.858585859	105.011382856	10.657534523	0
173.868686869	58.3299390015	13.8961310737	0
175.878787879	96.338009851	11.7828366993	0
177.888888889	67.2765881197	5.66310096931	0
179.898989899	67.1204212731	9.4037338741	0
181.909090909	46.5311843275	9.07574105412	0
183.919191919	63.1781318642	14.1055176611	0
185.929292929	57.4414905289	6.49036966064	0
187.939393939	39.6281706296	14.702944846	0
189.949494949	35.8810808197	7.54851129785	0
191.95959596	62.5483813644	14.832327357	0
193.96969697	44.8767447936	12.3868596917	0
195.97979798	34.7897328708	6.09938074801	0
197.98989899	37.476060872	13.5611753289	0
200.0	25.1478412928	8.77619506701	0
