reality	'200.0/(1+(x-78)**2/40**2)+300.0/(1+(x-100)**2/30**2)+150-x'
ex	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ey	array([ 32.71229461,  30.43902731,  32.1905295 ,  22.77622504,
        34.16971709,  39.50155449,  27.00731159,  29.02710379,
145.727272727	160.327371055	20.5147270593	0
147.737373737	144.124014814	16.4619577654	0
149.747474747	121.397637304	20.8034952875	0
151.757575758	84.984430978	28.3243847863	0
153.767676768	99.1158529583	32.3836006721	0
155.777777778	99.6472469816	32.9095564587	0
157.787878788	93.4199413566	19.7569079795	0
159.797979798	121.823372003	34.6725636719	0
161.808080808	57.7311957277	33.0237450682	0
163.818181818	27.4155433334	37.5943772407	0
165.828282828	90.2537034748	32.2663722982	0
167.838383838	69.453619624	20.8064416329	0
169.848484848	77.667517823	25.7271517457	0
171.858585859	8.19283130552	39.8300862179	0
173.868686869	41.1090527499	25.9142940268	0
175.878787879	71.086242944	25.9123085258	0
177.888888889	12.3194179669	37.3687670567	0
179.898989899	15.713029647	29.4691427936	0
181.909090909	8.54241216893	14.531155518	0
183.919191919	-1.95183642298	15.2619338727	0
185.929292929	-5.70934913018	39.4747931711	0
187.939393939	6.27888007074	12.4342344827	0
189.949494949	28.5544164704	31.4553612193	0
191.95959596	63.832669843	39.3589405204	0
193.96969697	-0.452595066293	36.4520379964	0
195.97979798	4.47368837983	15.6695354858	0
197.98989899	29.6504973962	29.5738450206	0
200.0	24.705136447	18.6807690727	0
